race_id,exotic_results
esperance-2026-03-01-r1,"{""quinella"": ""20.00"", ""exacta"": ""40.60"", ""quinella place 1"": ""6.60"", ""quinella place 2"": ""11.80"", ""quinella place 3"": ""19.20"", ""trifecta"": ""700.10""}"
esperance-2026-03-01-r2,"{""quinella place 1"": ""3.00"", ""quinella place 2"": ""10.10"", ""quinella"": ""8.70"", ""exacta"": ""12.10"", ""quinella place 3"": ""3.40"", ""trifecta"": ""54.80""}"
esperance-2026-03-01-r5,"{""quinella place 1"": ""3.10"", ""quinella place 2"": ""38.00"", ""quinella"": ""118.70"", ""exacta"": ""249.60"", ""quinella place 3"": ""40.40"", ""trifecta"": ""1025.80""}"
esperance-2026-03-01-r3,"{""quinella"": ""2.90"", ""exacta"": ""4.80"", ""quinella place 1"": ""1.60"", ""quinella place 2"": ""2.60"", ""quinella place 3"": ""2.00"", ""trifecta"": ""15.50""}"
esperance-2026-03-01-r4,"{""quinella place 1"": ""8.20"", ""quinella"": ""36.10"", ""exacta"": ""58.30"", ""quinella place 2"": ""19.10"", ""quinella place 3"": ""28.60"", ""trifecta"": ""503.70"", ""early quaddie"": ""363.00""}"
esperance-2026-03-01-r8,"{""daily double"": ""10.70"", ""quinella"": ""14.10"", ""exacta"": ""36.00"", ""quinella place 1"": ""9.90"", ""quinella place 2"": ""22.90"", ""quinella place 3"": ""4.90"", ""treble"": ""44.00"", ""trifecta"": ""371.50"", ""quaddie"": ""1563.50""}"
esperance-2026-03-01-r7,"{""quinella place 1"": ""2.80"", ""quinella place 2"": ""14.00"", ""quinella"": ""62.80"", ""exacta"": ""111.50"", ""quinella place 3"": ""17.90"", ""trifecta"": ""416.10""}"
esperance-2026-03-01-r6,"{""quinella place 1"": ""3.60"", ""quinella"": ""41.40"", ""exacta"": ""53.70"", ""quinella place 2"": ""10.90"", ""quinella place 3"": ""15.70"", ""trifecta"": ""251.50""}"
sha-tin-2026-03-01-r1,"{""quinella"": 27.5, ""exacta"": 65.7, ""trifecta"": 538.9, ""trio"": 82.7, ""first4"": 290.0, ""quartet"": 7661.1}"
sha-tin-2026-03-01-r2,"{""quinella"": 11.3, ""exacta"": 31.1, ""trifecta"": 210.0, ""trio"": 36.1, ""first4"": 94.1, ""quartet"": 2051.9}"
sha-tin-2026-03-01-r4,"{""quinella"": 216.3, ""exacta"": 358.1, ""trifecta"": 1149.2, ""trio"": 126.5, ""first4"": 450.1, ""quartet"": 16479.9}"
sha-tin-2026-03-01-r3,"{""quinella"": 24.35, ""exacta"": 41.6, ""trifecta"": 201.8, ""trio"": 53.0, ""first4"": 53.3, ""quartet"": 1008.6}"
sha-tin-2026-03-01-r7,"{""quinella"": 24.85, ""exacta"": 23.2, ""trifecta"": 76.4, ""trio"": 29.6, ""first4"": 23.8, ""quartet"": 306.8}"
sha-tin-2026-03-01-r10,"{""quinella"": 72.5, ""exacta"": 130.4, ""trifecta"": 1329.6, ""trio"": 248.7, ""first4"": 347.7, ""quartet"": 9677.2}"
sha-tin-2026-03-01-r6,"{""quinella"": 12.1, ""exacta"": 18.9, ""trifecta"": 79.3, ""trio"": 19.7, ""first4"": 21.2, ""quartet"": 297.2}"
sha-tin-2026-03-01-r8,"{""exacta"": {""dividend"": 78.5, ""positions"": [3, 4]}, ""trifecta"": {""dividend"": 556.3, ""positions"": [3, 4, 2]}, ""quinella"": {""dividend"": 25.8, ""positions"": [3, 4]}, ""first4"": {""dividend"": 36.6, ""positions"": [3, 4, 2, 6]}}"
sha-tin-2026-03-01-r5,"{""quinella"": 7.6, ""exacta"": 17.6, ""trifecta"": 100.1, ""trio"": 21.0, ""first4"": 19.8, ""quartet"": 385.1}"
sha-tin-2026-03-01-r9,"{""quinella"": 101.5, ""exacta"": 203.7, ""trifecta"": 3089.9, ""trio"": 509.0, ""first4"": 665.3, ""quartet"": 21253.1}"
sha-tin-2026-03-01-r11,"{""quinella"": 4.6, ""exacta"": 8.4, ""trifecta"": 52.3, ""trio"": 19.8, ""first4"": 14.1, ""quartet"": 186.8}"
tamworth-2026-03-02-r4,"{""quinella place 1"": ""12.90"", ""quinella"": ""5.10"", ""exacta"": ""6.20"", ""quinella place 2"": ""2.30"", ""quinella place 3"": ""1.50"", ""trifecta"": ""36.10"", ""early quaddie"": ""36.50""}"
tamworth-2026-03-02-r7,"{""quinella place 1"": ""9.90"", ""quinella"": ""56.90"", ""exacta"": ""100.90"", ""quinella place 2"": ""17.40"", ""daily double"": ""51.50"", ""quinella place 3"": ""4.80"", ""treble"": ""117.40"", ""trifecta"": ""453.80"", ""quaddie"": ""177.60""}"
tamworth-2026-03-02-r6,"{""quinella place 1"": ""2.60"", ""quinella"": ""8.80"", ""exacta"": ""13.40"", ""quinella place 2"": ""3.40"", ""quinella place 3"": ""7.20"", ""trifecta"": ""42.70""}"
thangool-2026-03-02-r1,"{""quinella place 1"": ""10.70"", ""quinella"": ""313.00"", ""exacta"": ""662.20"", ""quinella place 2"": ""99.30"", ""quinella place 3"": ""44.20"", ""trifecta"": ""2179.90""}"
thangool-2026-03-02-r2,"{""quinella"": ""6.60"", ""exacta"": ""11.00"", ""trifecta"": ""65.60""}"
thangool-2026-03-02-r3,"{""quinella"": ""24.80"", ""exacta"": ""30.60"", ""trifecta"": ""135.40""}"
thangool-2026-03-02-r4,"{""quinella"": ""22.80"", ""exacta"": ""26.30"", ""quinella place 1"": ""6.10"", ""quinella place 2"": ""1.90"", ""quinella place 3"": ""8.50"", ""trifecta"": ""64.90"", ""early quaddie"": ""1009.50""}"
thangool-2026-03-02-r5,"{""quinella"": ""2.70"", ""exacta"": ""5.90"", ""quinella place 1"": ""1.20"", ""quinella place 2"": ""3.60"", ""quinella place 3"": ""3.60"", ""trifecta"": ""22.20""}"
thangool-2026-03-02-r7,"{""daily double"": ""7.60"", ""quinella place 1"": ""2.70"", ""quinella"": ""11.40"", ""exacta"": ""18.60"", ""quinella place 2"": ""4.60"", ""quinella place 3"": ""6.20"", ""treble"": ""43.20"", ""quaddie"": ""122.70"", ""trifecta"": ""91.20""}"
thangool-2026-03-02-r6,"{""quinella place 1"": ""1.90"", ""quinella"": ""9.60"", ""exacta"": ""21.40"", ""quinella place 2"": ""4.00"", ""quinella place 3"": ""3.60"", ""trifecta"": ""55.30""}"
york-2026-03-02-r1,"{""quinella place 1"": ""13.60"", ""quinella"": ""20.50"", ""exacta"": ""60.50"", ""quinella place 2"": ""4.90"", ""quinella place 3"": ""3.20"", ""trifecta"": ""257.10""}"
york-2026-03-02-r2,"{""quinella place 1"": ""11.20"", ""quinella place 2"": ""5.10"", ""quinella"": ""28.30"", ""exacta"": ""48.70"", ""quinella place 3"": ""10.70"", ""trifecta"": ""260.20""}"
york-2026-03-02-r5,"{""quinella place 1"": ""4.30"", ""quinella place 2"": ""9.50"", ""quinella"": ""42.80"", ""exacta"": ""80.00"", ""quinella place 3"": ""12.50"", ""trifecta"": ""292.60""}"
york-2026-03-02-r3,"{""quinella"": ""3.30"", ""exacta"": ""5.00"", ""trifecta"": ""9.30""}"
york-2026-03-02-r6,"{""quinella"": ""16.90"", ""exacta"": ""34.60"", ""quinella place 1"": ""5.30"", ""quinella place 2"": ""4.10"", ""quinella place 3"": ""5.60"", ""trifecta"": ""109.50""}"
york-2026-03-02-r4,"{""quinella place 1"": ""17.00"", ""quinella place 2"": ""47.40"", ""quinella"": ""44.20"", ""exacta"": ""105.60"", ""quinella place 3"": ""16.90"", ""trifecta"": ""1286.70"", ""early quaddie"": ""43870.10""}"
york-2026-03-02-r8,"{""quaddie"": ""969.80""}"
york-2026-03-02-r7,"{""quinella place 1"": ""2.80"", ""quinella"": ""102.20"", ""exacta"": ""150.00"", ""quinella place 2"": ""44.80"", ""quinella place 3"": ""31.50"", ""trifecta"": ""653.20""}"
taree-2026-03-03-r1,"{""quinella"": ""15.50"", ""exacta"": ""137.90"", ""trifecta"": ""432.90""}"
taree-2026-03-03-r2,"{""quinella"": ""5.90"", ""exacta"": ""18.90"", ""trifecta"": ""55.10""}"
taree-2026-03-03-r4,"{""quinella place 1"": ""5.70"", ""quinella place 2"": ""9.00"", ""quinella"": ""7.30"", ""exacta"": ""8.20"", ""quinella place 3"": ""3.40"", ""trifecta"": ""56.90"", ""early quaddie"": ""17053.30""}"
taree-2026-03-03-r5,"{""quinella place 1"": ""4.90"", ""quinella"": ""45.90"", ""exacta"": ""86.90"", ""quinella place 2"": ""18.10"", ""quinella place 3"": ""10.70"", ""trifecta"": ""356.00""}"
taree-2026-03-03-r7,"{""quaddie"": ""289.60""}"
taree-2026-03-03-r6,"{""quinella place 1"": ""13.20"", ""quinella place 2"": ""10.70"", ""quinella"": ""15.20"", ""exacta"": ""33.50"", ""quinella place 3"": ""5.10"", ""trifecta"": ""249.00""}"
kembla-grange-2026-03-03-r2,"{""quinella"": ""21.20"", ""exacta"": ""37.60"", ""trifecta"": ""95.80""}"
kembla-grange-2026-03-03-r3,"{""quinella"": ""4.00"", ""exacta"": ""5.20"", ""trifecta"": ""14.60""}"
kembla-grange-2026-03-03-r5,"{""quinella"": ""10.90"", ""exacta"": ""17.80"", ""trifecta"": ""40.30""}"
kembla-grange-2026-03-03-r4,"{""quinella"": ""3.50"", ""exacta"": ""6.00"", ""trifecta"": ""8.90"", ""early quaddie"": ""105.90""}"
kembla-grange-2026-03-03-r7,"{""daily double"": ""72.20"", ""quinella"": ""105.10"", ""exacta"": ""107.70"", ""treble"": ""279.20"", ""trifecta"": ""2162.30"", ""quaddie"": ""395.40""}"
kembla-grange-2026-03-03-r6,"{""quinella"": ""4.10"", ""exacta"": ""7.60"", ""trifecta"": ""18.60""}"
dalby-2026-03-03-r1,"{""quinella"": ""2.70"", ""exacta"": ""4.30"", ""trifecta"": ""18.00""}"
dalby-2026-03-03-r2,"{""quinella"": ""9.40"", ""exacta"": ""22.00"", ""trifecta"": ""31.50""}"
dalby-2026-03-03-r6,"{""quinella"": ""72.40"", ""exacta"": ""111.20"", ""quinella place 1"": ""25.60"", ""quinella place 2"": ""7.50"", ""quinella place 3"": ""46.60"", ""trifecta"": ""919.40""}"
dalby-2026-03-03-r5,"{""quinella place 1"": ""2.60"", ""quinella"": ""53.10"", ""exacta"": ""135.00"", ""quinella place 2"": ""30.20"", ""quinella place 3"": ""13.20"", ""trifecta"": ""400.00""}"
dalby-2026-03-03-r3,"{""quinella"": ""5.60"", ""exacta"": ""9.80"", ""trifecta"": ""24.80""}"
dalby-2026-03-03-r4,"{""quinella"": ""10.90"", ""exacta"": ""21.70"", ""quinella place 1"": ""3.40"", ""quinella place 2"": ""22.50"", ""quinella place 3"": ""29.20"", ""trifecta"": ""478.60"", ""early quaddie"": ""153.40""}"
dalby-2026-03-03-r8,"{""daily double"": ""61.60"", ""quinella"": ""14.90"", ""exacta"": ""47.90"", ""treble"": ""284.30"", ""trifecta"": ""73.50"", ""quaddie"": ""1783.20""}"
dalby-2026-03-03-r7,"{""quinella"": ""9.60"", ""exacta"": ""15.30"", ""quinella place 1"": ""4.10"", ""quinella place 2"": ""5.20"", ""quinella place 3"": ""2.90"", ""trifecta"": ""46.70""}"
ararat-2026-03-03-r1,"{""quinella place 1"": ""22.20"", ""quinella"": ""9.90"", ""exacta"": ""30.30"", ""quinella place 2"": ""3.60"", ""quinella place 3"": ""8.70"", ""trifecta"": ""269.80""}"
ararat-2026-03-03-r2,"{""quinella"": ""30.50"", ""exacta"": ""35.80"", ""quinella place 1"": ""6.60"", ""quinella place 2"": ""1.50"", ""quinella place 3"": ""6.70"", ""trifecta"": ""102.70""}"
ararat-2026-03-03-r3,"{""quinella"": ""5.50"", ""exacta"": ""9.90"", ""quinella place 1"": ""2.40"", ""quinella place 2"": ""6.60"", ""quinella place 3"": ""6.00"", ""trifecta"": ""65.60""}"
ararat-2026-03-03-r4,"{""quinella"": ""8.30"", ""exacta"": ""12.90"", ""quinella place 1"": ""3.30"", ""quinella place 2"": ""3.70"", ""quinella place 3"": ""5.00"", ""trifecta"": ""55.80"", ""early quaddie"": ""402.20""}"
ararat-2026-03-03-r7,"{""quinella"": ""7.60"", ""exacta"": ""14.60"", ""quinella place 1"": ""3.20"", ""quinella place 2"": ""6.30"", ""quinella place 3"": ""6.30"", ""trifecta"": ""94.60""}"
ararat-2026-03-03-r5,"{""quinella place 1"": ""99.70"", ""quinella"": ""18.10"", ""exacta"": ""43.10"", ""quinella place 2"": ""5.80"", ""quinella place 3"": ""155.90"", ""trifecta"": ""1755.10""}"
ararat-2026-03-03-r6,"{""quinella"": ""20.00"", ""exacta"": ""33.30"", ""quinella place 1"": ""6.70"", ""quinella place 2"": ""9.90"", ""quinella place 3"": ""17.30"", ""trifecta"": ""303.60""}"
ararat-2026-03-03-r8,"{""daily double"": ""54.20"", ""treble"": ""166.10"", ""quinella place 1"": ""6.30"", ""quinella"": ""23.30"", ""exacta"": ""44.40"", ""quinella place 2"": ""10.10"", ""quaddie"": ""1457.30"", ""quinella place 3"": ""3.00"", ""trifecta"": ""135.00""}"
warwick-farm-2026-03-04-r1,"{""quinella place 1"": ""2.10"", ""quinella"": ""8.40"", ""exacta"": ""15.00"", ""quinella place 2"": ""1.70"", ""quinella place 3"": ""3.20"", ""trifecta"": ""33.00""}"
warwick-farm-2026-03-04-r2,"{""quinella place 1"": ""34.80"", ""quinella place 2"": ""19.50"", ""quinella"": ""54.60"", ""exacta"": ""95.20"", ""quinella place 3"": ""19.50"", ""trifecta"": ""1048.40""}"
warwick-farm-2026-03-04-r4,"{""quinella place 1"": ""2.70"", ""quinella"": ""3.60"", ""exacta"": ""8.60"", ""quinella place 2"": ""1.90"", ""quinella place 3"": ""1.70"", ""trifecta"": ""27.50"", ""early quaddie"": ""225.90""}"
warwick-farm-2026-03-04-r5,"{""quinella"": ""18.80"", ""exacta"": ""35.00"", ""trifecta"": ""117.40""}"
warwick-farm-2026-03-04-r3,"{""quinella"": ""20.30"", ""exacta"": ""26.10"", ""trifecta"": ""82.70""}"
warwick-farm-2026-03-04-r8,"{""quinella place 1"": ""10.70"", ""quinella place 2"": ""3.40"", ""quinella"": ""7.30"", ""exacta"": ""11.70"", ""quinella place 3"": ""4.10"", ""daily double"": ""19.20"", ""trifecta"": ""51.10"", ""treble"": ""68.60"", ""quaddie"": ""430.30""}"
warwick-farm-2026-03-04-r6,"{""quinella"": ""22.10"", ""exacta"": ""48.70"", ""quinella place 1"": ""8.50"", ""quinella place 2"": ""9.50"", ""quinella place 3"": ""12.40"", ""trifecta"": ""304.30""}"
warwick-farm-2026-03-04-r7,"{""quinella place 1"": ""60.00"", ""quinella place 2"": ""12.30"", ""quinella"": ""13.50"", ""exacta"": ""21.30"", ""quinella place 3"": ""5.20"", ""trifecta"": ""475.70""}"
doomben-2026-03-04-r1,"{""quinella place 1"": ""1.80"", ""quinella"": ""34.00"", ""exacta"": ""50.40"", ""quinella place 2"": ""7.70"", ""quinella place 3"": ""7.60"", ""trifecta"": ""131.30""}"
doomben-2026-03-04-r2,"{""quinella place 1"": ""12.50"", ""quinella place 2"": ""29.60"", ""quinella"": ""6.50"", ""exacta"": ""7.40"", ""quinella place 3"": ""2.20"", ""trifecta 1"": ""49.10"", ""trifecta 2"": ""73.20""}"
doomben-2026-03-04-r4,"{""quinella"": ""6.90"", ""exacta"": ""12.80"", ""quinella place 1"": ""2.60"", ""quinella place 2"": ""5.50"", ""quinella place 3"": ""5.20"", ""trifecta"": ""64.00"", ""early quaddie"": ""594.90""}"
doomben-2026-03-04-r5,"{""quinella place 1"": ""4.40"", ""quinella"": ""8.80"", ""exacta"": ""12.20"", ""quinella place 2"": ""4.60"", ""quinella place 3"": ""7.80"", ""trifecta"": ""55.80""}"
doomben-2026-03-04-r3,"{""quinella place 1"": ""7.60"", ""quinella place 2"": ""7.60"", ""quinella"": ""46.00"", ""exacta"": ""100.60"", ""quinella place 3"": ""12.80"", ""trifecta"": ""438.50""}"
doomben-2026-03-04-r6,"{""quinella place 1"": ""61.30"", ""quinella place 2"": ""2.90"", ""quinella"": ""68.10"", ""exacta"": ""181.60"", ""quinella place 3"": ""30.20"", ""trifecta"": ""624.70""}"
doomben-2026-03-04-r7,"{""quinella place 1"": ""6.40"", ""quinella place 2"": ""1.90"", ""quinella"": ""12.40"", ""exacta"": ""21.20"", ""quinella place 3"": ""5.00"", ""trifecta"": ""69.10""}"
doomben-2026-03-04-r8,"{""quinella"": ""9.90"", ""exacta"": ""14.10"", ""quinella place 1"": ""4.60"", ""daily double"": ""11.20"", ""quinella place 2"": ""6.30"", ""quinella place 3"": ""21.60"", ""trifecta"": ""155.60"", ""treble"": ""37.30"", ""quaddie"": ""104.20""}"
balaklava-2026-03-04-r1,"{""quinella"": ""22.30"", ""exacta"": ""43.70"", ""quinella place 1"": ""8.30"", ""quinella place 2"": ""5.10"", ""quinella place 3"": ""6.30"", ""trifecta"": ""156.20""}"
balaklava-2026-03-04-r2,"{""quinella place 1"": ""10.80"", ""quinella"": ""77.10"", ""exacta"": ""142.90"", ""quinella place 2"": ""34.20"", ""quinella place 3"": ""102.00"", ""trifecta"": ""1649.80""}"
balaklava-2026-03-04-r3,"{""quinella"": ""6.10"", ""exacta"": ""12.00"", ""quinella place 1"": ""2.30"", ""quinella place 2"": ""2.10"", ""quinella place 3"": ""2.80"", ""trifecta"": ""31.30""}"
balaklava-2026-03-04-r4,"{""quinella"": ""24.00"", ""exacta"": ""37.50"", ""quinella place 1"": ""7.50"", ""quinella place 2"": ""5.80"", ""quinella place 3"": ""12.90"", ""trifecta"": ""248.10"", ""early quaddie"": ""12360.70""}"
balaklava-2026-03-04-r7,"{""quinella place 1"": ""10.60"", ""daily double"": ""115.30"", ""quinella"": ""10.40"", ""exacta"": ""17.70"", ""quinella place 2"": ""4.10"", ""quinella place 3"": ""7.30"", ""trifecta"": ""140.40"", ""treble"": ""321.20"", ""quaddie"": ""2556.40""}"
balaklava-2026-03-04-r6,"{""quinella place 1"": ""9.30"", ""quinella place 2"": ""6.40"", ""quinella"": ""34.20"", ""exacta"": ""65.60"", ""quinella place 3"": ""9.60"", ""trifecta"": ""293.50""}"
balaklava-2026-03-04-r5,"{""quinella place 1"": ""15.20"", ""quinella"": ""91.30"", ""exacta"": ""90.60"", ""quinella place 2"": ""24.60"", ""quinella place 3"": ""8.40"", ""trifecta"": ""848.90""}"
launceston-2026-03-04-r1,"{""quinella"": ""7.40"", ""exacta"": ""3.30"", ""trifecta"": ""31.40""}"
launceston-2026-03-04-r2,"{""quinella place 1"": ""135.30"", ""quinella place 2"": ""25.90"", ""quinella"": ""21.50"", ""exacta"": ""19.70"", ""quinella place 3"": ""8.30"", ""trifecta"": ""949.40""}"
launceston-2026-03-04-r5,"{""quinella"": ""3.50"", ""exacta"": ""5.60"", ""trifecta"": ""10.40""}"
launceston-2026-03-04-r4,"{""quinella"": ""29.00"", ""exacta"": ""38.70"", ""quinella place 1"": ""7.60"", ""quinella place 2"": ""124.40"", ""quinella place 3"": ""31.50"", ""trifecta"": ""857.70"", ""early quaddie"": ""35.60""}"
launceston-2026-03-04-r3,"{""quinella place 1"": ""5.70"", ""quinella place 2"": ""10.50"", ""quinella"": ""23.80"", ""exacta"": ""32.10"", ""quinella place 3"": ""7.30"", ""trifecta"": ""246.40""}"
launceston-2026-03-04-r6,"{""quinella place 1"": ""9.30"", ""quinella"": ""64.90"", ""exacta"": ""100.10"", ""quinella place 2"": ""22.50"", ""quinella place 3"": ""3.90"", ""trifecta"": ""464.90""}"
launceston-2026-03-04-r8,"{""quaddie"": ""4104.80""}"
launceston-2026-03-04-r7,"{""quinella"": ""25.20"", ""exacta"": ""50.80"", ""quinella place 1"": ""7.20"", ""quinella place 2"": ""8.80"", ""quinella place 3"": ""9.20"", ""trifecta"": ""282.20""}"
belmont-park-2026-03-04-r1,"{""quinella"": 16.9, ""exacta"": 24.5, ""trifecta"": 119.5, ""first4"": 182.0}"
belmont-park-2026-03-04-r2,"{""quinella"": 5.3, ""exacta"": 7.9, ""trifecta"": 9.3, ""first4"": 22.6}"
belmont-park-2026-03-04-r3,"{""quinella"": 47.5, ""exacta"": 79.1, ""trifecta"": 577.7, ""first4"": 2365.8}"
belmont-park-2026-03-04-r5,"{""quinella"": 43.0, ""exacta"": 57.2, ""trifecta"": 116.4, ""first4"": 1408.8}"
belmont-park-2026-03-04-r6,"{""quinella"": 7.1, ""exacta"": 17.4, ""trifecta"": 33.3, ""first4"": 241.3}"
belmont-park-2026-03-04-r4,"{""quinella"": 17.0, ""exacta"": 27.5, ""trifecta"": 343.9, ""first4"": 773.4}"
belmont-park-2026-03-04-r7,"{""quinella"": 34.5, ""exacta"": 56.2, ""trifecta"": 297.0, ""first4"": 1097.4}"
happy-valley-2026-03-04-r1,"{""quinella"": 16.75, ""exacta"": 30.3, ""trifecta"": 554.0, ""trio"": 137.2, ""first4"": 258.7, ""quartet"": 4858.8}"
happy-valley-2026-03-04-r2,"{""quinella"": 18.9, ""exacta"": 35.5, ""trifecta"": 501.0, ""trio"": 92.4, ""first4"": 136.4, ""quartet"": 3154.2}"
happy-valley-2026-03-04-r3,"{""quinella"": 9.55, ""exacta"": 16.1, ""trifecta"": 122.6, ""trio"": 32.7, ""first4"": 73.1, ""quartet"": 1324.7}"
happy-valley-2026-03-04-r4,"{""quinella"": 10.5, ""exacta"": 18.7, ""trifecta"": 70.8, ""trio"": 13.3, ""first4"": 11.8, ""quartet"": 259.6}"
happy-valley-2026-03-04-r5,"{""quinella"": 10.75, ""exacta"": 18.8, ""trifecta"": 136.9, ""trio"": 39.3, ""first4"": 72.0, ""quartet"": 917.4}"
happy-valley-2026-03-04-r9,"{""quinella"": 117.0, ""exacta"": 181.1, ""trifecta"": 2278.4, ""trio"": 447.6, ""first4"": 433.7, ""quartet"": 12275.5}"
happy-valley-2026-03-04-r7,"{""quinella"": 16.1, ""exacta"": 30.8, ""trifecta"": 104.8, ""trio"": 17.4, ""first4"": 53.9, ""quartet"": 1277.9}"
happy-valley-2026-03-04-r6,"{""quinella"": 12.35, ""exacta"": 32.2, ""trifecta"": 359.6, ""trio"": 52.4, ""first4"": 170.5, ""quartet"": 2624.9}"
happy-valley-2026-03-04-r8,"{""quinella"": 53.5, ""exacta"": 98.0, ""trifecta"": 345.7, ""trio"": 40.4, ""first4"": 38.7, ""quartet"": 1388.6}"
caulfield-heath-2026-03-04-r1,"{""quinella"": ""71.20"", ""exacta"": ""329.10"", ""trifecta"": ""435.10""}"
caulfield-heath-2026-03-04-r2,"{""quinella"": ""6.50"", ""exacta"": ""10.60"", ""trifecta"": ""113.70""}"
caulfield-heath-2026-03-04-r3,"{""quinella"": ""6.10"", ""exacta"": ""9.70"", ""trifecta"": ""37.90""}"
caulfield-heath-2026-03-04-r5,"{""quinella"": ""14.50"", ""exacta"": ""17.60"", ""quinella place 1"": ""6.50"", ""quinella place 2"": ""8.20"", ""quinella place 3"": ""1.70"", ""trifecta"": ""105.20""}"
caulfield-heath-2026-03-04-r4,"{""quinella place 1"": ""7.20"", ""quinella place 2"": ""6.50"", ""quinella"": ""7.50"", ""exacta"": ""19.60"", ""quinella place 3"": ""4.00"", ""trifecta"": ""118.30"", ""early quaddie"": ""1567.70""}"
caulfield-heath-2026-03-04-r8,"{""quinella place 1"": ""5.00"", ""daily double"": ""40.70"", ""quinella"": ""29.20"", ""exacta"": ""54.50"", ""quinella place 2"": ""8.90"", ""quinella place 3"": ""8.40"", ""treble"": ""319.00"", ""trifecta"": ""213.10"", ""quaddie"": ""1385.90""}"
caulfield-heath-2026-03-04-r7,"{""quinella"": ""11.30"", ""exacta"": ""24.10"", ""quinella place 1"": ""4.80"", ""quinella place 2"": ""4.90"", ""quinella place 3"": ""7.70"", ""trifecta"": ""131.90""}"
grafton-2026-03-05-r1,"{""quinella"": ""5.30"", ""exacta"": ""5.60"", ""quinella place 1"": ""3.50"", ""quinella place 2"": ""3.00"", ""quinella place 3"": ""5.80"", ""trifecta"": ""36.40""}"
grafton-2026-03-05-r2,"{""quinella"": ""17.80"", ""exacta"": ""25.20"", ""trifecta"": ""63.90""}"
grafton-2026-03-05-r3,"{""quinella"": ""6.60"", ""exacta"": ""7.50"", ""quinella place 1"": ""3.00"", ""quinella place 2"": ""8.30"", ""quinella place 3"": ""1.80"", ""trifecta"": ""26.60""}"
grafton-2026-03-05-r4,"{""quinella place 1"": ""8.90"", ""quinella place 2"": ""8.40"", ""quinella"": ""8.10"", ""exacta"": ""13.50"", ""quinella place 3"": ""1.80"", ""trifecta"": ""52.60"", ""early quaddie"": ""78.10""}"
grafton-2026-03-05-r5,"{""quinella place 1"": ""12.10"", ""quinella place 2"": ""3.40"", ""quinella"": ""10.90"", ""exacta"": ""15.00"", ""quinella place 3"": ""3.50"", ""trifecta"": ""98.80""}"
grafton-2026-03-05-r8,"{""quinella place 1"": ""5.80"", ""daily double"": ""15.40"", ""quinella place 2"": ""12.60"", ""quinella"": ""19.60"", ""exacta"": ""35.10"", ""quinella place 3"": ""6.70"", ""trifecta"": ""246.30"", ""treble"": ""72.10"", ""quaddie"": ""158.80""}"
grafton-2026-03-05-r7,"{""quinella place 1"": ""2.20"", ""quinella place 2"": ""4.10"", ""quinella"": ""12.60"", ""exacta"": ""31.30"", ""quinella place 3"": ""3.50"", ""trifecta"": ""72.00""}"
townsville-2026-03-05-r1,"{""exacta"": ""1.04""}"
townsville-2026-03-05-r2,"{""quinella place 1"": ""7.70"", ""quinella"": ""2.80"", ""exacta"": ""4.60"", ""quinella place 2"": ""2.70"", ""quinella place 3"": ""9.80"", ""trifecta"": ""24.90""}"
townsville-2026-03-05-r3,"{""quinella"": ""60.30"", ""exacta"": ""173.20"", ""quinella place 1"": ""26.10"", ""quinella place 2"": ""75.10"", ""quinella place 3"": ""3.20"", ""trifecta"": ""1494.80""}"
townsville-2026-03-05-r4,"{""quinella"": ""32.90"", ""exacta"": ""141.30"", ""quinella place 1"": ""19.20"", ""quinella place 2"": ""2.40"", ""quinella place 3"": ""9.10"", ""trifecta"": ""193.00"", ""early quaddie"": ""1332.90""}"
townsville-2026-03-05-r5,"{""quinella place 1"": ""9.50"", ""quinella place 2"": ""14.70"", ""quinella"": ""19.30"", ""exacta"": ""49.30"", ""quinella place 3"": ""6.10"", ""trifecta"": ""607.90""}"
townsville-2026-03-05-r6,"{""quinella place 1"": ""3.80"", ""quinella"": ""73.20"", ""exacta"": ""131.40"", ""quinella place 2"": ""24.40"", ""quinella place 3"": ""20.50"", ""trifecta"": ""628.10""}"
townsville-2026-03-05-r7,"{""quaddie"": ""3672.60""}"
tauherenikau-2026-03-05-r1,"{""quinella"": 9.2, ""exacta"": 18.2, ""trifecta"": 41.5, ""first4"": 100.2}"
tauherenikau-2026-03-05-r2,"{""quinella"": 58.6, ""exacta"": 95.2, ""trifecta"": 587.7, ""first4"": 3905.2}"
tauherenikau-2026-03-05-r4,"{""quinella"": 4.2, ""exacta"": 7.8, ""trifecta"": 87.9, ""first4"": 593.4}"
tauherenikau-2026-03-05-r5,"{""quinella"": 22.5, ""exacta"": 43.1, ""trifecta"": 199.7, ""first4"": 1095.8}"
tauherenikau-2026-03-05-r3,"{""quinella"": 5.0, ""exacta"": 13.1, ""trifecta"": 66.4, ""first4"": 597.2}"
tauherenikau-2026-03-05-r7,"{""quinella"": 12.6, ""exacta"": 32.3, ""trifecta"": 203.5, ""first4"": 874.4}"
tauherenikau-2026-03-05-r8,"{""quinella"": 23.3, ""exacta"": 21.7, ""trifecta"": 202.7, ""first4"": 1270.7}"
tauherenikau-2026-03-05-r6,"{""quinella"": 126.6, ""exacta"": 131.6, ""trifecta"": 908.0, ""first4"": 4594.1}"
