race_id,exotic_results
rockhampton-2026-02-24-r5,"{""quinella"": ""2.40"", ""exacta"": ""5.60"", ""trifecta"": ""11.30""}"
rockhampton-2026-02-24-r6,"{""quinella place 1"": ""3.10"", ""quinella place 2"": ""4.80"", ""quinella"": ""13.80"", ""exacta"": ""36.40"", ""quinella place 3"": ""4.50"", ""trifecta"": ""143.30""}"
rockhampton-2026-02-24-r7,"{""daily double"": ""15.30"", ""quinella"": ""10.40"", ""exacta"": ""23.00"", ""quinella place 1"": ""3.90"", ""quinella place 2"": ""6.70"", ""quinella place 3"": ""8.10"", ""treble"": ""54.80"", ""trifecta"": ""100.90"", ""quaddie"": ""196.10""}"
rockhampton-2026-02-24-r4,"{""quinella"": ""3.30"", ""exacta"": ""5.70"", ""trifecta"": ""19.40"", ""early quaddie"": ""7971.30""}"
horsham-2026-02-24-r1,"{""quinella"": ""2.90"", ""exacta"": ""4.50"", ""trifecta"": ""14.40""}"
horsham-2026-02-24-r2,"{""quinella place 1"": ""7.80"", ""quinella place 2"": ""4.90"", ""quinella"": ""6.60"", ""exacta"": ""12.90"", ""quinella place 3"": ""4.30"", ""trifecta"": ""73.50""}"
horsham-2026-02-24-r4,"{""quinella place 1"": ""3.70"", ""quinella"": ""18.90"", ""exacta"": ""25.20"", ""quinella place 2"": ""6.30"", ""quinella place 3"": ""16.10"", ""early quaddie"": ""114.10"", ""trifecta"": ""128.80""}"
horsham-2026-02-24-r3,"{""quinella place 1"": ""4.80"", ""quinella place 2"": ""3.30"", ""quinella"": ""12.70"", ""exacta"": ""34.10"", ""quinella place 3"": ""3.70"", ""trifecta"": ""81.10""}"
horsham-2026-02-24-r6,"{""quinella place 1"": ""6.20"", ""quinella"": ""16.70"", ""exacta"": ""43.40"", ""quinella place 2"": ""5.10"", ""quinella place 3"": ""2.40"", ""trifecta"": ""76.10""}"
horsham-2026-02-24-r8,"{""daily double"": ""51.40"", ""quinella place 1"": ""17.70"", ""quinella"": ""18.00"", ""exacta"": ""37.50"", ""quinella place 2"": ""7.30"", ""treble"": ""353.40"", ""quinella place 3"": ""21.80"", ""quaddie"": ""4843.80"", ""trifecta"": ""638.80""}"
horsham-2026-02-24-r7,"{""quinella place 1"": ""14.20"", ""quinella"": ""18.60"", ""exacta"": ""49.00"", ""quinella place 2"": ""7.80"", ""quinella place 3"": ""5.40"", ""trifecta"": ""262.20""}"
rosehill-2026-02-25-r1,"{""quinella"": ""29.00"", ""exacta"": ""28.40"", ""quinella place 1"": ""8.80"", ""quinella place 2"": ""3.50"", ""quinella place 3"": ""11.80"", ""trifecta"": ""199.30""}"
rosehill-2026-02-25-r2,"{""quinella"": ""3.90"", ""exacta"": ""5.00"", ""trifecta"": ""19.10""}"
rosehill-2026-02-25-r4,"{""quinella"": ""5.20"", ""exacta"": ""13.80"", ""trifecta"": ""78.30"", ""early quaddie"": ""88.10""}"
rosehill-2026-02-25-r5,"{""quinella"": ""33.00"", ""exacta"": ""71.10"", ""trifecta"": ""115.00""}"
rosehill-2026-02-25-r3,"{""quinella place 1"": ""12.70"", ""quinella"": ""22.80"", ""exacta"": ""37.80"", ""quinella place 2"": ""8.30"", ""quinella place 3"": ""7.60"", ""trifecta"": ""337.30""}"
rosehill-2026-02-25-r6,"{""quinella"": ""10.80"", ""exacta"": ""31.30"", ""trifecta"": ""165.50""}"
rosehill-2026-02-25-r7,"{""daily double"": ""28.20"", ""quinella"": ""13.10"", ""exacta"": ""40.90"", ""trifecta"": ""162.50"", ""treble"": ""311.30"", ""quaddie"": ""1815.50""}"
doomben-2026-02-25-r1,"{""quinella"": ""165.90"", ""exacta"": ""978.90"", ""trifecta"": ""5895.60""}"
doomben-2026-02-25-r2,"{""quinella"": ""13.50"", ""exacta"": ""29.90"", ""trifecta"": ""50.10""}"
doomben-2026-02-25-r3,"{""quinella place 1"": ""6.70"", ""quinella"": ""11.50"", ""exacta"": ""18.20"", ""quinella place 2"": ""3.00"", ""quinella place 3"": ""2.60"", ""trifecta"": ""85.90""}"
doomben-2026-02-25-r4,"{""quinella place 1"": ""19.10"", ""quinella place 2"": ""3.50"", ""quinella"": ""14.60"", ""exacta"": ""18.00"", ""quinella place 3"": ""3.50"", ""trifecta"": ""61.00"", ""early quaddie"": ""6654.70""}"
doomben-2026-02-25-r6,"{""quinella"": ""6.40"", ""exacta"": ""12.40"", ""quinella place 1"": ""1.80"", ""quinella place 2"": ""2.60"", ""quinella place 3"": ""2.70"", ""trifecta"": ""32.90""}"
doomben-2026-02-25-r7,"{""daily double"": ""95.20"", ""quinella"": ""7.50"", ""exacta"": ""11.00"", ""quinella place 1"": ""3.20"", ""quinella place 2"": ""8.50"", ""quinella place 3"": ""20.90"", ""treble"": ""231.80"", ""trifecta"": ""222.40"", ""quaddie"": ""696.50""}"
port-lincoln-2026-02-25-r1,"{""quinella place 1"": ""4.90"", ""quinella"": ""7.10"", ""exacta"": ""7.40"", ""quinella place 2"": ""2.40"", ""quinella place 3"": ""1.04"", ""trifecta"": ""15.60""}"
port-lincoln-2026-02-25-r2,"{""quinella place 1"": ""3.10"", ""quinella"": ""28.50"", ""exacta"": ""45.90"", ""quinella place 2"": ""16.60"", ""quinella place 3"": ""53.90"", ""trifecta"": ""298.60""}"
port-lincoln-2026-02-25-r3,"{""quinella"": ""38.00"", ""exacta"": ""79.50"", ""quinella place 1"": ""13.70"", ""quinella place 2"": ""4.80"", ""quinella place 3"": ""17.10"", ""trifecta"": ""353.50""}"
port-lincoln-2026-02-25-r5,"{""quinella"": ""11.60"", ""exacta"": ""31.40"", ""quinella place 1"": ""5.60"", ""quinella place 2"": ""14.40"", ""quinella place 3"": ""6.00"", ""trifecta"": ""294.00""}"
port-lincoln-2026-02-25-r4,"{""quinella place 1"": ""1.90"", ""quinella place 2"": ""5.00"", ""quinella"": ""54.30"", ""exacta"": ""104.10"", ""quinella place 3"": ""12.20"", ""trifecta"": ""198.50"", ""early quaddie"": ""333.30""}"
port-lincoln-2026-02-25-r6,"{""quinella"": ""27.80"", ""exacta"": ""54.60"", ""quinella place 1"": ""9.50"", ""quinella place 2"": ""19.60"", ""quinella place 3"": ""45.20"", ""trifecta"": ""1104.10""}"
port-lincoln-2026-02-25-r7,"{""quinella"": ""5.80"", ""exacta"": ""9.00"", ""quinella place 1"": ""4.10"", ""quinella place 2"": ""7.80"", ""quinella place 3"": ""9.00"", ""trifecta"": ""80.00""}"
port-lincoln-2026-02-25-r8,"{""daily double"": ""37.20"", ""quinella"": ""11.10"", ""exacta"": ""29.20"", ""quinella place 1"": ""4.20"", ""quinella place 2"": ""12.30"", ""treble"": ""106.70"", ""quinella place 3"": ""3.90"", ""quaddie"": ""804.70"", ""trifecta"": ""141.50""}"
launceston-2026-02-25-r1,"{""quinella"": ""31.90"", ""exacta"": ""44.30"", ""quinella place 1"": ""10.00"", ""quinella place 2"": ""4.40"", ""quinella place 3"": ""11.20"", ""trifecta"": ""368.90""}"
launceston-2026-02-25-r3,"{""quinella"": ""5.80"", ""exacta"": ""14.30"", ""trifecta"": ""48.90""}"
launceston-2026-02-25-r2,"{""quinella place 1"": ""14.40"", ""quinella"": ""6.20"", ""exacta"": ""9.30"", ""quinella place 2"": ""3.70"", ""quinella place 3"": ""8.80"", ""trifecta"": ""96.50""}"
launceston-2026-02-25-r4,"{""quinella"": ""19.50"", ""exacta"": ""48.50"", ""quinella place 1"": ""7.30"", ""quinella place 2"": ""5.50"", ""quinella place 3"": ""15.80"", ""trifecta"": ""364.50""}"
launceston-2026-02-25-r9,"{""quinella place 1"": ""46.80"", ""quinella place 2"": ""267.00"", ""quinella"": ""2259.10"", ""exacta"": ""4030.80"", ""quinella place 3"": ""897.50"", ""trifecta"": ""51458.60""}"
launceston-2026-02-25-r7,"{""quinella"": ""16.10"", ""exacta"": ""16.00"", ""trifecta"": ""30.70""}"
launceston-2026-02-25-r5,"{""quinella"": ""4.00"", ""exacta"": ""5.40"", ""trifecta"": ""7.00""}"
launceston-2026-02-25-r10,"{""quinella place 1"": ""5.40"", ""quinella place 2"": ""16.20"", ""quinella"": ""14.30"", ""exacta"": ""53.30"", ""quinella place 3"": ""5.50"", ""daily double"": ""15.80"", ""trifecta"": ""283.00"", ""treble"": ""718.80"", ""quaddie"": ""1773.50""}"
launceston-2026-02-25-r8,"{""quinella place 1"": ""25.10"", ""quinella"": ""2.90"", ""exacta"": ""3.70"", ""quinella place 2"": ""1.50"", ""quinella place 3"": ""13.80"", ""trifecta"": ""88.20""}"
launceston-2026-02-25-r6,"{""quinella"": ""53.60"", ""exacta"": ""93.00"", ""trifecta"": ""500.50"", ""early quaddie"": ""172.40""}"
happy-valley-2026-02-25-r1,"{""quinella"": 42.8, ""exacta"": 84.0, ""trifecta"": 892.1, ""trio"": 116.7, ""first4"": 701.4, ""quartet"": 13478.6}"
happy-valley-2026-02-25-r2,"{""quinella"": 3.95, ""exacta"": 9.7, ""trifecta"": 32.8, ""trio"": 5.7, ""first4"": 7.6, ""quartet"": 159.4}"
happy-valley-2026-02-25-r3,"{""quinella"": 5.65, ""exacta"": 16.3, ""trifecta"": 47.5, ""trio"": 7.3, ""first4"": 7.0, ""quartet"": 162.9}"
happy-valley-2026-02-25-r5,"{""quaddie"": ""5176.80""}"
happy-valley-2026-02-25-r4,"{""quinella"": 284.1, ""exacta"": 510.1, ""trifecta"": 6699.7, ""trio"": 1077.9, ""first4"": 1332.0, ""quartet"": 35082.0}"
happy-valley-2026-02-25-r7,"{""quinella"": 116.4, ""exacta"": 235.1, ""trifecta"": 8743.4, ""trio"": 1826.6, ""first4"": 7136.6, ""quartet"": 130689.4}"
happy-valley-2026-02-25-r9,"{""quaddie"": ""23571.30""}"
happy-valley-2026-02-25-r6,"{""quinella"": 14.35, ""exacta"": 34.4, ""trifecta"": 674.8, ""trio"": 177.5, ""first4"": 54.9, ""quartet"": 1711.6}"
happy-valley-2026-02-25-r8,"{""quinella"": 49.15, ""exacta"": 192.6, ""trifecta"": 2042.7, ""trio"": 291.1, ""first4"": 596.4, ""quartet"": 16531.2}"
sandown-hillside-2026-02-25-r1,"{""quinella"": ""3.90"", ""exacta"": ""7.50"", ""trifecta"": ""26.90""}"
sandown-hillside-2026-02-25-r2,"{""quinella place 1"": ""6.40"", ""quinella place 2"": ""6.70"", ""quinella"": ""4.90"", ""exacta"": ""12.80"", ""quinella place 3"": ""2.80"", ""trifecta"": ""82.80""}"
sandown-hillside-2026-02-25-r5,"{""quinella place 1"": ""27.80"", ""quinella"": ""189.80"", ""exacta"": ""277.90"", ""quinella place 2"": ""29.80"", ""quinella place 3"": ""84.40"", ""trifecta"": ""5502.80""}"
sandown-hillside-2026-02-25-r7,"{""quinella"": ""6.00"", ""exacta"": ""8.40"", ""trifecta"": ""71.50""}"
sandown-hillside-2026-02-25-r8,"{""quinella"": ""81.20"", ""exacta"": ""128.20"", ""quinella place 1"": ""20.80"", ""quinella place 2"": ""10.00"", ""daily double"": ""72.40"", ""quinella place 3"": ""15.90"", ""trifecta"": ""1161.80"", ""treble"": ""190.40"", ""quaddie"": ""2707.00""}"
sandown-hillside-2026-02-25-r6,"{""quinella"": ""3.40"", ""exacta"": ""6.70"", ""quinella place 1"": ""2.10"", ""quinella place 2"": ""2.60"", ""quinella place 3"": ""2.70"", ""trifecta"": ""22.10""}"
wyong-2026-02-26-r1,"{""quinella"": ""6.20"", ""exacta"": ""32.30"", ""trifecta"": ""180.10""}"
wyong-2026-02-26-r2,"{""quinella place 1"": ""4.60"", ""quinella place 2"": ""4.00"", ""quinella"": ""5.40"", ""exacta"": ""15.40"", ""quinella place 3"": ""3.40"", ""trifecta"": ""61.10""}"
wyong-2026-02-26-r3,"{""quinella"": ""20.10"", ""exacta"": ""39.30"", ""quinella place 1"": ""5.00"", ""quinella place 2"": ""9.20"", ""quinella place 3"": ""7.80"", ""trifecta"": ""214.10""}"
wyong-2026-02-26-r4,"{""quinella"": ""12.60"", ""exacta"": ""40.60"", ""quinella place 1"": ""4.80"", ""quinella place 2"": ""2.70"", ""quinella place 3"": ""7.70"", ""trifecta"": ""144.00"", ""early quaddie"": ""5101.90""}"
wyong-2026-02-26-r5,"{""quinella place 1"": ""3.20"", ""quinella"": ""5.00"", ""exacta"": ""8.60"", ""quinella place 2"": ""2.00"", ""quinella place 3"": ""2.90"", ""trifecta"": ""28.40""}"
wyong-2026-02-26-r6,"{""quinella place 1"": ""13.00"", ""quinella place 2"": ""13.30"", ""quinella"": ""9.30"", ""exacta"": ""20.30"", ""quinella place 3"": ""1.80"", ""trifecta"": ""187.50""}"
wyong-2026-02-26-r8,"{""quaddie"": ""2194.70""}"
wyong-2026-02-26-r7,"{""quinella place 1"": ""4.70"", ""quinella"": ""65.00"", ""exacta"": ""177.30"", ""quinella place 2"": ""32.80"", ""quinella place 3"": ""4.10"", ""trifecta"": ""537.30""}"
ipswich-2026-02-26-r1,"{""quinella place 1"": ""10.60"", ""quinella place 2"": ""7.80"", ""quinella"": ""5.60"", ""exacta"": ""11.80"", ""quinella place 3"": ""2.60"", ""trifecta"": ""147.00""}"
ipswich-2026-02-26-r4,"{""quinella"": ""20.90"", ""exacta"": ""36.60"", ""quinella place 1"": ""4.10"", ""quinella place 2"": ""2.70"", ""quinella place 3"": ""1.20"", ""trifecta"": ""74.10"", ""early quaddie"": ""1315.40""}"
ipswich-2026-02-26-r5,"{""quinella"": ""13.00"", ""exacta"": ""15.90"", ""quinella place 1"": ""6.20"", ""quinella place 2"": ""6.70"", ""quinella place 3"": ""7.70"", ""trifecta"": ""224.20""}"
ipswich-2026-02-26-r3,"{""quinella place 1"": ""1.80"", ""quinella"": ""4.90"", ""exacta"": ""11.10"", ""quinella place 2"": ""1.90"", ""quinella place 3"": ""2.00"", ""trifecta"": ""25.00""}"
ipswich-2026-02-26-r6,"{""daily double"": ""24.10"", ""quinella"": ""8.50"", ""exacta"": ""18.00"", ""quinella place 1"": ""3.70"", ""quinella place 2"": ""6.20"", ""quinella place 3"": ""4.40"", ""treble"": ""126.50"", ""trifecta"": ""106.20"", ""quaddie"": ""381.50""}"
bunbury-2026-02-26-r2,"{""quinella"": ""18.80"", ""exacta"": ""28.20"", ""quinella place 1"": ""3.90"", ""quinella place 2"": ""4.20"", ""quinella place 3"": ""6.30"", ""trifecta"": ""89.50""}"
bunbury-2026-02-26-r4,"{""quinella place 1"": ""6.80"", ""quinella place 2"": ""35.20"", ""quinella"": ""15.60"", ""exacta"": ""22.90"", ""quinella place 3"": ""6.60"", ""trifecta"": ""143.90"", ""early quaddie"": ""595.20""}"
bunbury-2026-02-26-r3,"{""quinella place 1"": ""45.40"", ""quinella"": ""54.10"", ""exacta"": ""68.90"", ""quinella place 2"": ""23.80"", ""quinella place 3"": ""14.40"", ""trifecta"": ""1140.60""}"
bunbury-2026-02-26-r5,"{""quinella place 1"": ""3.60"", ""quinella"": ""8.90"", ""exacta"": ""14.00"", ""quinella place 2"": ""2.40"", ""quinella place 3"": ""3.10"", ""trifecta"": ""42.30""}"
bunbury-2026-02-26-r7,"{""quinella place 1"": ""6.20"", ""quinella place 2"": ""86.10"", ""daily double"": ""22.30"", ""quinella"": ""28.80"", ""exacta"": ""35.00"", ""quinella place 3"": ""8.10"", ""trifecta"": ""522.60"", ""treble"": ""36.40"", ""quaddie"": ""61.70""}"
pakenham-2026-02-26-r1,"{""quinella"": ""15.50"", ""exacta"": ""61.30"", ""trifecta"": ""94.70""}"
pakenham-2026-02-26-r2,"{""quinella"": ""13.90"", ""exacta"": ""18.90"", ""quinella place 1"": ""4.40"", ""quinella place 2"": ""3.20"", ""quinella place 3"": ""1.70"", ""trifecta"": ""54.20""}"
pakenham-2026-02-26-r3,"{""quinella"": ""24.40"", ""exacta"": ""55.90"", ""quinella place 1"": ""8.20"", ""quinella place 2"": ""34.50"", ""quinella place 3"": ""4.70"", ""trifecta"": ""347.60""}"
pakenham-2026-02-26-r4,"{""quinella place 1"": ""5.90"", ""quinella"": ""7.70"", ""exacta"": ""22.60"", ""quinella place 2"": ""3.30"", ""quinella place 3"": ""6.30"", ""early quaddie"": ""1662.40"", ""trifecta"": ""101.00""}"
pakenham-2026-02-26-r5,"{""quinella place 1"": ""29.00"", ""quinella place 2"": ""3.40"", ""quinella"": ""54.10"", ""exacta"": ""68.20"", ""quinella place 3"": ""8.80"", ""trifecta"": ""363.60""}"
pakenham-2026-02-26-r8,"{""daily double"": ""9.50"", ""quinella place 1"": ""5.60"", ""quinella"": ""11.20"", ""exacta"": ""14.70"", ""quinella place 2"": ""4.70"", ""treble"": ""22.90"", ""quinella place 3"": ""18.60"", ""quaddie"": ""67.10"", ""trifecta"": ""136.70""}"
pakenham-2026-02-26-r6,"{""quinella place 1"": ""6.60"", ""quinella place 2"": ""2.90"", ""quinella"": ""9.60"", ""exacta"": ""15.80"", ""quinella place 3"": ""3.10"", ""trifecta"": ""50.60""}"
pakenham-2026-02-26-r7,"{""quinella"": ""9.90"", ""exacta"": ""16.30"", ""quinella place 1"": ""5.00"", ""quinella place 2"": ""5.60"", ""quinella place 3"": ""7.80"", ""trifecta"": ""125.90""}"
goulburn-2026-02-27-r1,"{""quinella"": ""59.60"", ""exacta"": ""87.10"", ""trifecta"": ""453.00""}"
goulburn-2026-02-27-r2,"{""quinella place 1"": ""13.30"", ""quinella"": ""48.20"", ""exacta"": ""71.20"", ""quinella place 2"": ""13.20"", ""quinella place 3"": ""27.80"", ""trifecta"": ""566.50""}"
goulburn-2026-02-27-r3,"{""quinella place 1"": ""2.30"", ""quinella"": ""56.70"", ""exacta"": ""305.00"", ""quinella place 2"": ""19.90"", ""quinella place 3"": ""9.40"", ""trifecta"": ""1278.10""}"
goulburn-2026-02-27-r5,"{""quinella"": ""2.40"", ""exacta"": ""5.20"", ""trifecta"": ""19.30""}"
goulburn-2026-02-27-r6,"{""quinella"": ""23.40"", ""exacta"": ""91.10"", ""quinella place 1"": ""14.40"", ""quinella place 2"": ""9.70"", ""quinella place 3"": ""20.20"", ""trifecta"": ""666.50""}"
goulburn-2026-02-27-r7,"{""quinella place 1"": ""8.70"", ""quinella"": ""27.30"", ""exacta"": ""59.40"", ""quinella place 2"": ""11.90"", ""quinella place 3"": ""7.30"", ""trifecta"": ""246.40""}"
goulburn-2026-02-27-r8,"{""daily double"": ""76.40"", ""quinella place 1"": ""57.00"", ""quinella"": ""125.60"", ""exacta"": ""497.30"", ""quinella place 2"": ""27.20"", ""quinella place 3"": ""20.00"", ""treble"": ""282.20"", ""trifecta"": ""1677.60"", ""quaddie"": ""3365.30""}"
canterbury-2026-02-27-r1,"{""quinella"": ""42.40"", ""exacta"": ""113.90"", ""quinella place 1"": ""14.00"", ""quinella place 2"": ""11.50"", ""quinella place 3"": ""60.40"", ""trifecta"": ""1222.80""}"
canterbury-2026-02-27-r4,"{""quinella place 1"": ""4.20"", ""quinella place 2"": ""2.50"", ""quinella"": ""2.90"", ""exacta"": ""5.90"", ""quinella place 3"": ""1.30"", ""trifecta"": ""22.50"", ""early quaddie"": ""1472.10""}"
canterbury-2026-02-27-r3,"{""quinella"": ""35.00"", ""exacta"": ""80.30"", ""quinella place 1"": ""12.20"", ""quinella place 2"": ""25.30"", ""quinella place 3"": ""21.60"", ""trifecta"": ""866.30""}"
canterbury-2026-02-27-r2,"{""quinella"": ""4.80"", ""exacta"": ""7.70"", ""trifecta"": ""49.50""}"
canterbury-2026-02-27-r5,"{""quinella"": ""9.50"", ""exacta"": ""23.70"", ""trifecta"": ""43.20""}"
canterbury-2026-02-27-r8,"{""quinella place 1"": ""80.50"", ""quinella place 2"": ""60.80"", ""quinella"": ""9.10"", ""exacta"": ""14.60"", ""quinella place 3"": ""4.00"", ""daily double"": ""16.40"", ""trifecta"": ""416.30"", ""treble"": ""54.20"", ""quaddie"": ""298.60""}"
canterbury-2026-02-27-r6,"{""quinella"": ""5.60"", ""exacta"": ""14.10"", ""trifecta"": ""55.80""}"
townsville-2026-02-27-r1,"{""quinella place 1"": ""22.60"", ""quinella place 2"": ""16.30"", ""quinella"": ""4.10"", ""exacta"": ""6.50"", ""quinella place 3"": ""2.10"", ""trifecta"": ""91.90""}"
townsville-2026-02-27-r2,"{""quinella"": ""3.50"", ""exacta"": ""8.10"", ""quinella place 1"": ""2.90"", ""quinella place 2"": ""1.80"", ""quinella place 3"": ""3.10"", ""trifecta"": ""24.70""}"
townsville-2026-02-27-r6,"{""quinella place 1"": ""3.90"", ""quinella"": ""8.20"", ""exacta"": ""13.00"", ""quinella place 2"": ""8.10"", ""quinella place 3"": ""6.80"", ""trifecta 1"": ""50.30"", ""trifecta 2"": ""38.30"", ""early quaddie"": ""109.80""}"
townsville-2026-02-27-r5,"{""quinella"": ""8.90"", ""exacta"": ""11.80"", ""quinella place 1"": ""3.20"", ""quinella place 2"": ""12.80"", ""quinella place 3"": ""31.10"", ""trifecta"": ""172.40""}"
townsville-2026-02-27-r3,"{""quinella"": ""8.60"", ""exacta"": ""21.60"", ""trifecta"": ""64.40""}"
townsville-2026-02-27-r4,"{""quinella"": ""8.50"", ""exacta"": ""4.10"", ""trifecta"": ""31.40""}"
townsville-2026-02-27-r8,"{""quinella place 1"": ""6.20"", ""quinella place 2"": ""10.10"", ""quinella"": ""20.00"", ""exacta"": ""49.50"", ""quinella place 3"": ""5.10"", ""trifecta"": ""452.60""}"
townsville-2026-02-27-r10,"{""quaddie"": ""105.70""}"
townsville-2026-02-27-r7,"{""quinella"": ""4.90"", ""exacta"": ""10.90"", ""quinella place 1"": ""2.90"", ""quinella place 2"": ""3.10"", ""quinella place 3"": ""4.40"", ""trifecta"": ""36.80""}"
townsville-2026-02-27-r9,"{""quinella place 1"": ""109.70"", ""quinella"": ""12.10"", ""exacta"": ""20.60"", ""quinella place 2"": ""3.20"", ""quinella place 3"": ""28.60"", ""trifecta"": ""517.80""}"
cranbourne-2026-02-27-r1,"{""quinella place 1"": ""129.00"", ""quinella place 2"": ""65.60"", ""quinella"": ""12.70"", ""exacta"": ""37.80"", ""quinella place 3"": ""3.30"", ""trifecta"": ""1388.90""}"
cranbourne-2026-02-27-r2,"{""quinella"": ""114.30"", ""exacta"": ""86.70"", ""quinella place 1"": ""27.90"", ""quinella place 2"": ""25.70"", ""quinella place 3"": ""14.70"", ""trifecta"": ""1501.30""}"
cranbourne-2026-02-27-r6,"{""quinella place 1"": ""5.70"", ""quinella place 2"": ""15.60"", ""quinella"": ""8.90"", ""exacta"": ""16.20"", ""quinella place 3"": ""3.90"", ""trifecta"": ""120.60""}"
cranbourne-2026-02-27-r3,"{""quinella place 1"": ""23.30"", ""quinella place 2"": ""28.50"", ""quinella"": ""25.10"", ""exacta"": ""35.50"", ""quinella place 3"": ""6.10"", ""trifecta"": ""584.00""}"
cranbourne-2026-02-27-r4,"{""quinella"": ""49.10"", ""exacta"": ""78.10"", ""trifecta"": ""386.60"", ""early quaddie"": ""3247.10""}"
cranbourne-2026-02-27-r7,"{""quinella place 1"": ""6.80"", ""quinella"": ""144.20"", ""exacta"": ""239.10"", ""quinella place 2"": ""26.20"", ""quinella place 3"": ""12.30"", ""trifecta"": ""1238.80""}"
cranbourne-2026-02-27-r8,"{""quinella place 1"": ""2.80"", ""daily double"": ""10.30"", ""quinella place 2"": ""10.20"", ""quinella"": ""42.70"", ""exacta"": ""59.20"", ""quinella place 3"": ""10.20"", ""trifecta"": ""256.40"", ""treble"": ""244.00"", ""quaddie"": ""3985.20""}"
kyneton-2026-02-27-r1,"{""quinella place 1"": ""2.50"", ""quinella place 2"": ""4.40"", ""quinella"": ""3.60"", ""exacta"": ""4.40"", ""quinella place 3"": ""1.50"", ""trifecta"": ""21.40""}"
kyneton-2026-02-27-r3,"{""quinella"": ""7.60"", ""exacta"": ""9.40"", ""quinella place 1"": ""3.00"", ""quinella place 2"": ""1.30"", ""quinella place 3"": ""3.50"", ""trifecta"": ""22.20""}"
